date,city,aqi,co2_emissions,methane_emissions,vehicle_density,industrial_activity,waste_index,ev_subsidy_level,emission_cap_strength,pm25_proxy,pm10_proxy,temperature,humidity,wind_speed,month,day_of_year,year
2023-04-03,Hyderabad,406.5,3.636,1.773,0.723,0.458,0.687,0.58,0.617,174.66,310.08,23.9,21.1,14.6,4,93,2023
2023-04-04,Hyderabad,418.59,3.382,1.587,0.654,0.387,0.482,0.638,0.626,200.96,297.82,28.2,22.2,12.3,4,94,2023
2023-04-05,Hyderabad,400.3,3.827,1.907,0.725,0.419,0.546,0.622,0.599,190.03,312.99,28.3,31.3,12.3,4,95,2023
2023-04-06,Hyderabad,398.26,3.426,1.659,0.678,0.428,0.62,0.677,0.594,179.2,298.33,23.8,26.0,13.3,4,96,2023
2023-04-07,Hyderabad,410.91,3.627,1.774,0.727,0.419,0.687,0.579,0.64,175.96,303.49,20.0,12.1,10.8,4,97,2023
2023-04-08,Hyderabad,429.81,3.714,1.76,0.673,0.516,0.559,0.649,0.615,197.38,324.91,19.5,26.1,14.4,4,98,2023
2023-04-09,Hyderabad,329.38,3.337,1.525,0.622,0.477,0.547,0.592,0.681,167.77,250.52,22.0,23.3,15.0,4,99,2023
2023-04-10,Hyderabad,410.1,3.507,1.699,0.682,0.376,0.502,0.628,0.619,192.44,301.74,22.4,22.6,13.9,4,100,2023
2023-04-11,Hyderabad,377.56,3.562,1.732,0.68,0.386,0.59,0.642,0.632,163.45,302.46,29.9,21.4,13.9,4,101,2023
2023-04-12,Hyderabad,409.7,3.542,1.633,0.758,0.444,0.712,0.622,0.638,190.17,320.1,24.0,18.0,20.0,4,102,2023
2023-04-13,Hyderabad,382.57,3.624,1.714,0.731,0.505,0.569,0.626,0.627,170.17,267.5,26.9,26.9,16.0,4,103,2023
2023-04-14,Hyderabad,422.68,3.75,1.812,0.821,0.415,0.547,0.619,0.633,195.07,318.02,21.6,19.8,10.5,4,104,2023
2023-04-15,Hyderabad,377.75,3.734,1.609,0.705,0.365,0.578,0.624,0.644,161.99,280.36,25.3,39.3,12.5,4,105,2023
2023-04-16,Hyderabad,407.68,3.678,1.711,0.702,0.446,0.641,0.586,0.617,187.91,273.14,26.7,38.7,7.8,4,106,2023
2023-04-17,Hyderabad,403.81,3.365,1.604,0.699,0.419,0.655,0.596,0.606,177.89,304.74,26.7,24.5,13.8,4,107,2023
2023-04-18,Hyderabad,404.33,3.604,1.718,0.702,0.533,0.6,0.623,0.637,165.98,293.99,23.1,31.6,10.6,4,108,2023
2023-04-19,Hyderabad,407.82,3.479,1.68,0.706,0.389,0.701,0.626,0.65,183.73,304.29,29.2,22.9,16.4,4,109,2023
2023-04-20,Hyderabad,392.27,3.374,1.438,0.676,0.384,0.633,0.621,0.604,170.33,298.7,29.9,21.4,13.7,4,110,2023
2023-04-21,Hyderabad,394.64,3.378,1.604,0.698,0.407,0.593,0.592,0.652,168.5,304.89,26.8,25.1,10.8,4,111,2023
2023-04-22,Hyderabad,355.42,3.582,1.572,0.675,0.386,0.589,0.654,0.595,148.22,270.41,21.5,17.5,12.2,4,112,2023
2023-04-23,Hyderabad,401.16,3.529,1.738,0.702,0.451,0.455,0.634,0.62,175.93,274.27,30.0,18.1,14.7,4,113,2023
2023-04-24,Hyderabad,436.91,3.737,1.742,0.77,0.423,0.566,0.633,0.588,193.48,327.56,29.2,41.1,14.0,4,114,2023
2023-04-25,Hyderabad,436.59,3.845,1.75,0.75,0.486,0.543,0.626,0.582,197.73,306.27,32.6,24.6,10.3,4,115,2023
2023-04-26,Hyderabad,385.62,3.458,1.566,0.83,0.561,0.616,0.594,0.615,168.19,276.47,25.5,29.3,15.5,4,116,2023
2023-04-27,Hyderabad,444.35,3.902,1.887,0.715,0.417,0.536,0.576,0.629,192.89,356.26,34.2,31.0,6.4,4,117,2023
2023-04-28,Hyderabad,408.85,3.668,1.722,0.755,0.365,0.496,0.628,0.617,179.92,308.26,27.6,18.3,8.5,4,118,2023
2023-04-29,Hyderabad,412.54,3.674,1.779,0.695,0.404,0.652,0.606,0.657,185.95,288.28,36.1,14.3,11.9,4,119,2023
2023-04-30,Hyderabad,444.51,3.685,1.714,0.727,0.396,0.478,0.609,0.595,199.01,331.31,27.4,38.2,11.0,4,120,2023
2023-05-01,Hyderabad,413.63,3.601,1.559,0.692,0.466,0.772,0.647,0.62,186.74,336.45,31.0,27.3,12.7,5,121,2023
2023-05-02,Hyderabad,402.18,3.481,1.769,0.792,0.461,0.539,0.621,0.606,172.52,295.32,24.6,25.9,9.1,5,122,2023
2023-05-03,Hyderabad,426.88,3.603,1.754,0.699,0.461,0.598,0.646,0.612,181.26,296.07,29.4,29.1,10.2,5,123,2023
2023-05-04,Hyderabad,393.19,3.172,1.585,0.682,0.427,0.498,0.607,0.607,181.16,293.9,29.8,29.3,9.3,5,124,2023
2023-05-05,Hyderabad,449.09,3.864,1.695,0.717,0.416,0.53,0.617,0.612,204.73,363.36,31.7,34.2,9.1,5,125,2023
2023-05-06,Hyderabad,396.27,3.53,1.9,0.686,0.478,0.661,0.623,0.618,162.43,291.73,29.6,33.2,11.8,5,126,2023
2023-05-07,Hyderabad,405.99,3.751,1.849,0.794,0.488,0.568,0.574,0.595,183.63,323.21,30.3,26.4,9.4,5,127,2023
2023-05-08,Hyderabad,409.41,3.489,1.87,0.721,0.52,0.566,0.605,0.642,182.24,306.8,34.4,26.7,10.8,5,128,2023
2023-05-09,Hyderabad,401.11,3.857,1.836,0.783,0.482,0.682,0.669,0.646,170.04,329.93,29.2,37.6,10.9,5,129,2023
2023-05-10,Hyderabad,401.56,3.632,1.751,0.716,0.441,0.736,0.608,0.624,194.22,299.18,30.1,14.6,12.0,5,130,2023
2023-05-11,Hyderabad,428.96,3.747,1.797,0.714,0.386,0.565,0.633,0.618,179.32,319.08,32.8,28.0,7.7,5,131,2023
2023-05-12,Hyderabad,437.07,3.83,1.714,0.718,0.481,0.474,0.607,0.616,203.57,335.22,32.0,18.0,13.0,5,132,2023
2023-05-13,Hyderabad,386.34,3.366,1.634,0.718,0.429,0.574,0.607,0.641,165.86,282.18,31.4,14.3,10.4,5,133,2023
2023-05-14,Hyderabad,425.22,3.595,1.726,0.731,0.446,0.587,0.636,0.602,181.54,314.23,32.2,21.9,12.7,5,134,2023
2023-05-15,Hyderabad,410.52,3.567,1.698,0.729,0.429,0.598,0.594,0.633,184.93,306.28,28.1,19.0,11.6,5,135,2023
2023-05-16,Hyderabad,390.61,3.355,1.56,0.672,0.324,0.623,0.653,0.615,166.98,313.51,38.2,32.8,12.8,5,136,2023
2023-05-17,Hyderabad,394.06,3.758,1.781,0.704,0.475,0.664,0.652,0.613,186.74,273.11,30.9,13.1,12.5,5,137,2023
2023-05-18,Hyderabad,396.57,3.562,1.808,0.692,0.395,0.535,0.648,0.62,187.03,283.21,29.9,38.2,16.4,5,138,2023
2023-05-19,Hyderabad,408.88,3.667,1.704,0.693,0.445,0.607,0.567,0.626,180.7,325.89,33.4,25.9,8.3,5,139,2023
2023-05-20,Hyderabad,399.27,3.565,1.676,0.642,0.453,0.608,0.631,0.594,181.31,300.35,29.4,35.7,16.3,5,140,2023
2023-05-21,Hyderabad,392.22,3.565,1.739,0.644,0.41,0.714,0.687,0.604,181.73,281.21,31.8,24.3,15.1,5,141,2023
2023-05-22,Hyderabad,430.64,3.586,1.741,0.698,0.475,0.668,0.575,0.611,184.22,329.31,36.8,23.8,11.1,5,142,2023
2023-05-23,Hyderabad,419.95,3.83,1.858,0.687,0.527,0.565,0.679,0.629,199.88,313.93,33.3,27.0,13.9,5,143,2023
2023-05-24,Hyderabad,442.42,3.704,1.744,0.771,0.42,0.521,0.556,0.587,193.57,324.73,31.1,27.0,17.5,5,144,2023
2023-05-25,Hyderabad,377.75,3.345,1.497,0.68,0.408,0.558,0.649,0.642,168.71,272.01,30.0,27.8,8.5,5,145,2023
2023-05-26,Hyderabad,421.72,3.626,1.619,0.651,0.423,0.593,0.582,0.655,187.73,311.78,34.6,24.4,12.6,5,146,2023
2023-05-27,Hyderabad,392.24,3.576,1.723,0.653,0.457,0.579,0.638,0.608,171.19,267.42,31.0,30.4,9.2,5,147,2023
2023-05-28,Hyderabad,404.85,3.638,1.67,0.696,0.395,0.529,0.666,0.624,177.18,296.89,31.0,33.5,12.9,5,148,2023
2023-05-29,Hyderabad,405.95,3.602,1.723,0.741,0.399,0.536,0.594,0.644,185.33,316.7,34.9,35.5,14.5,5,149,2023
2023-05-30,Hyderabad,419.2,3.631,1.723,0.736,0.424,0.666,0.697,0.623,192.41,322.17,36.6,41.9,9.5,5,150,2023
2023-05-31,Hyderabad,441.83,3.669,1.848,0.701,0.393,0.461,0.599,0.619,189.27,326.1,31.9,33.4,10.6,5,151,2023
2023-06-01,Hyderabad,409.52,3.699,1.711,0.772,0.377,0.684,0.644,0.643,182.93,290.56,29.6,37.9,12.9,6,152,2023
2023-06-02,Hyderabad,432.72,3.532,1.73,0.677,0.434,0.597,0.602,0.65,186.27,317.94,33.1,44.6,15.3,6,153,2023
2023-06-03,Hyderabad,402.92,3.473,1.543,0.642,0.375,0.526,0.671,0.614,172.82,273.96,36.2,27.5,15.7,6,154,2023
2023-06-04,Hyderabad,407.31,3.749,1.817,0.671,0.425,0.597,0.686,0.613,196.31,310.27,35.4,39.0,14.3,6,155,2023
2023-06-05,Hyderabad,411.46,3.534,1.725,0.649,0.359,0.648,0.622,0.635,182.71,314.62,32.4,28.7,13.8,6,156,2023
2023-06-06,Hyderabad,334.46,2.915,1.481,0.672,0.418,0.612,0.681,0.613,140.33,259.83,35.7,29.3,13.1,6,157,2023
2023-06-07,Hyderabad,374.42,3.301,1.526,0.683,0.372,0.548,0.643,0.606,171.31,292.92,32.5,35.7,15.4,6,158,2023
2023-06-08,Hyderabad,382.09,3.529,1.739,0.76,0.406,0.57,0.626,0.614,167.95,295.91,31.4,12.5,14.4,6,159,2023
2023-06-09,Hyderabad,413.68,3.657,1.862,0.657,0.481,0.586,0.602,0.606,186.3,310.81,39.1,33.7,15.0,6,160,2023
2023-06-10,Hyderabad,416.24,3.723,1.713,0.778,0.373,0.633,0.612,0.6,178.75,305.83,38.3,30.2,13.6,6,161,2023
2023-06-11,Hyderabad,355.92,3.21,1.536,0.704,0.36,0.473,0.663,0.659,159.65,259.96,32.0,24.9,9.9,6,162,2023
2023-06-12,Hyderabad,410.2,3.449,1.675,0.774,0.425,0.571,0.613,0.601,190.97,306.41,36.4,42.5,10.2,6,163,2023
2023-06-13,Hyderabad,415.8,3.545,1.633,0.727,0.393,0.59,0.656,0.628,193.74,320.51,30.8,31.7,14.3,6,164,2023
2023-06-14,Hyderabad,420.84,3.561,1.694,0.673,0.558,0.615,0.626,0.59,198.99,303.78,39.3,42.0,11.9,6,165,2023
2023-06-15,Hyderabad,392.79,3.418,1.561,0.675,0.328,0.55,0.684,0.659,173.61,297.28,36.9,44.4,14.3,6,166,2023
2023-06-16,Hyderabad,416.69,3.469,1.663,0.69,0.408,0.601,0.616,0.629,182.07,299.95,35.6,45.6,12.0,6,167,2023
2023-06-17,Hyderabad,374.27,3.672,1.706,0.686,0.534,0.469,0.587,0.658,168.02,285.84,30.9,58.0,11.1,6,168,2023
2023-06-18,Hyderabad,372.03,3.81,1.721,0.762,0.425,0.481,0.599,0.612,166.24,270.19,38.2,34.7,14.8,6,169,2023
2023-06-19,Hyderabad,430.12,3.456,1.791,0.678,0.418,0.689,0.652,0.676,190.82,344.94,36.0,30.7,9.8,6,170,2023
2023-06-20,Hyderabad,403.12,3.348,1.616,0.619,0.333,0.572,0.636,0.605,172.81,298.1,36.5,57.7,14.5,6,171,2023
2023-06-21,Hyderabad,400.26,3.529,1.583,0.684,0.389,0.577,0.638,0.639,195.48,302.39,38.5,38.8,12.1,6,172,2023
2023-06-22,Hyderabad,397.51,3.511,1.568,0.682,0.416,0.473,0.658,0.579,180.6,282.44,36.8,39.9,11.2,6,173,2023
2023-06-23,Hyderabad,407.83,3.793,1.582,0.688,0.303,0.433,0.602,0.619,169.51,311.66,31.2,49.0,12.0,6,174,2023
2018-01-01,Kolkata,500.0,4.853,2.402,0.726,0.883,0.676,0.182,0.284,215.03,389.26,7.1,46.5,4.7,1,1,2018
2018-01-02,Kolkata,500.0,4.621,2.304,0.686,0.84,0.676,0.225,0.279,223.02,367.54,8.8,60.6,10.9,1,2,2018
2018-01-03,Kolkata,500.0,4.957,2.477,0.633,0.948,0.669,0.222,0.295,223.76,373.35,4.7,58.1,10.1,1,3,2018
2018-01-04,Kolkata,500.0,4.567,2.258,0.703,0.879,0.584,0.185,0.32,212.08,348.88,-2.5,61.6,7.7,1,4,2018
2018-01-05,Kolkata,500.0,4.444,2.294,0.651,0.905,0.709,0.246,0.304,230.76,371.64,4.8,55.9,6.4,1,5,2018
2018-01-06,Kolkata,500.0,4.443,2.123,0.752,0.858,0.557,0.168,0.312,226.8,394.17,2.2,66.2,10.1,1,6,2018
2018-01-07,Kolkata,500.0,4.86,2.362,0.779,0.856,0.673,0.179,0.316,223.43,369.67,10.0,77.1,8.1,1,7,2018
2018-01-08,Kolkata,500.0,4.638,2.226,0.724,0.919,0.591,0.249,0.289,226.95,362.33,4.7,68.2,11.2,1,8,2018
2018-01-09,Kolkata,500.0,4.657,2.458,0.683,0.832,0.748,0.163,0.276,230.23,398.52,8.4,59.3,7.8,1,9,2018
2018-01-10,Kolkata,500.0,4.841,2.407,0.703,0.836,0.773,0.212,0.29,240.47,382.38,10.4,71.4,8.2,1,10,2018
2018-01-11,Kolkata,500.0,4.822,2.444,0.71,0.966,0.746,0.249,0.318,230.24,380.71,3.8,66.4,12.0,1,11,2018
2018-01-12,Kolkata,500.0,4.629,2.305,0.757,0.932,0.672,0.124,0.314,215.84,376.87,6.4,64.1,6.7,1,12,2018
2018-01-13,Kolkata,500.0,4.985,2.421,0.698,0.913,0.644,0.192,0.304,247.56,366.91,6.4,53.2,5.6,1,13,2018
2018-01-14,Kolkata,500.0,4.635,2.467,0.717,0.836,0.668,0.231,0.321,216.02,371.84,13.0,56.1,6.9,1,14,2018
2018-01-15,Kolkata,500.0,4.693,2.39,0.638,0.903,0.684,0.195,0.305,228.12,394.94,10.3,61.4,9.9,1,15,2018
2018-01-16,Kolkata,500.0,4.619,2.231,0.713,0.889,0.729,0.205,0.296,223.34,366.76,3.4,73.5,14.0,1,16,2018
2018-01-17,Kolkata,500.0,4.522,2.188,0.669,0.873,0.717,0.209,0.271,224.05,391.38,4.9,67.2,9.6,1,17,2018
2018-01-18,Kolkata,500.0,4.75,2.332,0.705,0.884,0.548,0.213,0.328,228.03,379.19,5.5,59.9,7.1,1,18,2018
2018-01-19,Kolkata,500.0,4.438,2.118,0.665,0.82,0.725,0.18,0.301,228.64,379.25,4.6,56.0,7.2,1,19,2018
2018-01-20,Kolkata,500.0,4.629,2.213,0.718,0.789,0.708,0.227,0.294,236.04,354.96,6.2,60.3,10.3,1,20,2018
2018-01-21,Kolkata,500.0,4.983,2.302,0.729,0.906,0.645,0.212,0.301,219.73,380.1,5.7,57.9,4.9,1,21,2018
2018-01-22,Kolkata,500.0,4.848,2.169,0.699,0.896,0.624,0.17,0.333,228.2,374.23,7.5,65.4,4.5,1,22,2018
2018-01-23,Kolkata,500.0,4.75,2.476,0.671,0.901,0.694,0.191,0.323,229.86,355.64,7.2,43.9,9.7,1,23,2018
2018-01-24,Kolkata,500.0,4.616,2.223,0.732,0.93,0.716,0.163,0.297,243.83,375.5,11.1,52.4,11.5,1,24,2018
2018-01-25,Kolkata,500.0,4.762,2.302,0.766,0.915,0.627,0.212,0.313,229.0,369.89,5.5,57.7,11.5,1,25,2018
2018-01-26,Kolkata,500.0,4.694,2.31,0.779,0.962,0.716,0.22,0.329,215.8,378.18,3.0,62.5,10.1,1,26,2018
2018-01-27,Kolkata,500.0,4.991,2.491,0.719,0.948,0.717,0.212,0.311,236.0,364.75,6.7,66.2,12.2,1,27,2018
2018-01-28,Kolkata,500.0,4.653,2.334,0.713,0.893,0.755,0.222,0.307,221.45,362.82,6.5,38.4,8.8,1,28,2018
2018-01-29,Kolkata,500.0,4.586,2.326,0.651,0.902,0.685,0.21,0.263,218.11,376.14,12.9,43.8,8.3,1,29,2018
2018-01-30,Kolkata,500.0,4.714,2.347,0.754,0.898,0.557,0.229,0.33,235.61,370.26,11.2,48.5,9.1,1,30,2018
2018-01-31,Kolkata,500.0,4.5,2.166,0.612,0.815,0.691,0.203,0.284,226.06,370.95,12.7,38.7,10.0,1,31,2018
2018-02-01,Kolkata,500.0,4.74,2.419,0.742,0.927,0.588,0.228,0.268,223.4,360.35,11.9,61.4,19.7,2,32,2018
2018-02-02,Kolkata,500.0,4.962,2.401,0.703,0.91,0.64,0.168,0.269,238.49,374.31,3.2,48.6,9.5,2,33,2018
2018-02-03,Kolkata,500.0,4.55,2.289,0.605,0.796,0.574,0.165,0.288,220.9,382.69,6.8,56.5,10.4,2,34,2018
2018-02-04,Kolkata,500.0,4.576,2.127,0.71,0.953,0.738,0.21,0.315,220.84,378.29,5.0,45.2,14.3,2,35,2018
2018-02-05,Kolkata,500.0,4.594,2.342,0.688,0.853,0.608,0.228,0.329,228.97,370.58,14.4,49.4,11.4,2,36,2018
2018-02-06,Kolkata,500.0,4.445,2.103,0.68,0.87,0.757,0.2,0.313,206.94,355.3,12.4,34.7,5.8,2,37,2018
2018-02-07,Kolkata,500.0,5.057,2.333,0.684,0.866,0.604,0.227,0.341,226.29,364.78,11.3,36.7,14.3,2,38,2018
2018-02-08,Kolkata,500.0,4.907,2.278,0.695,0.868,0.549,0.218,0.298,225.64,366.07,8.6,36.3,10.8,2,39,2018
2018-02-09,Kolkata,500.0,4.952,2.444,0.704,0.996,0.685,0.147,0.302,218.17,385.07,9.1,30.5,2.9,2,40,2018
2018-02-10,Kolkata,500.0,4.697,2.47,0.63,0.867,0.591,0.278,0.269,224.86,384.63,8.1,51.9,9.0,2,41,2018
2018-02-11,Kolkata,500.0,4.631,2.24,0.718,0.861,0.784,0.171,0.295,227.08,378.74,12.8,43.1,8.2,2,42,2018
2018-02-12,Kolkata,500.0,4.631,2.251,0.685,0.881,0.645,0.181,0.266,224.65,370.84,11.4,51.2,8.8,2,43,2018
2018-02-13,Kolkata,500.0,4.601,2.299,0.757,0.836,0.775,0.244,0.28,231.53,390.64,13.4,41.3,9.9,2,44,2018
2018-02-14,Kolkata,500.0,5.03,2.395,0.732,0.889,0.674,0.21,0.32,227.16,382.55,12.8,50.8,11.8,2,45,2018
2018-02-15,Kolkata,500.0,4.615,2.232,0.739,0.837,0.717,0.187,0.274,223.64,350.09,14.2,49.0,13.2,2,46,2018
2018-02-16,Kolkata,500.0,4.626,2.234,0.773,0.903,0.669,0.196,0.276,230.61,393.98,13.5,39.9,13.3,2,47,2018
2018-02-17,Kolkata,500.0,4.615,2.399,0.73,0.826,0.856,0.184,0.273,227.15,373.05,15.5,42.0,14.0,2,48,2018
2018-02-18,Kolkata,500.0,4.704,2.291,0.694,0.844,0.604,0.187,0.323,249.01,386.29,14.6,42.8,9.5,2,49,2018
2018-02-19,Kolkata,497.63,4.02,2.033,0.592,0.821,0.453,0.234,0.341,232.12,378.87,11.1,48.5,4.8,2,50,2018
2018-02-20,Kolkata,500.0,4.693,2.224,0.709,0.848,0.706,0.196,0.307,220.76,359.52,14.3,38.9,3.7,2,51,2018
2018-02-21,Kolkata,500.0,4.237,1.972,0.771,0.783,0.612,0.179,0.327,211.24,369.39,14.0,41.6,11.9,2,52,2018
2018-02-22,Kolkata,500.0,4.796,2.362,0.736,0.754,0.693,0.189,0.285,219.58,351.88,12.7,26.5,9.8,2,53,2018
2018-02-23,Kolkata,500.0,4.362,2.154,0.678,0.855,0.678,0.207,0.333,208.66,365.71,13.5,30.8,13.7,2,54,2018
2018-02-24,Kolkata,500.0,4.473,2.255,0.703,0.798,0.643,0.189,0.295,230.32,376.7,16.8,31.6,11.2,2,55,2018
2018-02-25,Kolkata,500.0,4.417,2.108,0.676,0.959,0.671,0.203,0.322,222.67,375.82,15.6,41.2,5.6,2,56,2018
2018-02-26,Kolkata,500.0,4.902,2.37,0.709,0.856,0.717,0.223,0.309,218.85,366.96,17.0,31.0,8.5,2,57,2018
2018-02-27,Kolkata,500.0,4.668,2.18,0.679,0.913,0.671,0.198,0.271,229.78,371.96,14.6,37.1,11.1,2,58,2018
2018-02-28,Kolkata,500.0,5.029,2.402,0.758,0.89,0.691,0.187,0.292,222.05,376.32,18.1,34.5,7.2,2,59,2018
2018-03-01,Kolkata,500.0,4.786,2.198,0.693,0.799,0.643,0.192,0.313,228.15,383.06,17.3,35.5,15.0,3,60,2018
2018-03-02,Kolkata,500.0,4.685,2.252,0.691,0.835,0.8,0.255,0.273,222.87,367.48,12.8,42.0,10.1,3,61,2018
2018-03-03,Kolkata,500.0,4.3,2.217,0.644,0.889,0.777,0.279,0.316,225.62,373.19,14.4,36.0,10.4,3,62,2018
2018-03-04,Kolkata,500.0,4.566,2.164,0.668,0.889,0.588,0.215,0.282,235.32,359.95,13.1,32.3,7.2,3,63,2018
2018-03-05,Kolkata,500.0,4.728,2.237,0.636,0.895,0.685,0.236,0.321,232.32,360.38,12.7,37.2,16.3,3,64,2018
2018-03-06,Kolkata,500.0,4.593,2.218,0.745,0.822,0.633,0.186,0.283,236.46,388.56,24.2,46.5,10.8,3,65,2018
2018-03-07,Kolkata,500.0,4.483,2.179,0.667,0.88,0.599,0.197,0.32,227.75,393.35,21.4,33.7,12.0,3,66,2018
2018-03-08,Kolkata,483.43,4.545,2.271,0.69,0.82,0.456,0.228,0.327,203.06,365.03,20.1,22.6,9.3,3,67,2018
2018-03-09,Kolkata,500.0,4.622,2.157,0.632,0.903,0.664,0.144,0.308,219.52,371.1,18.3,21.6,10.3,3,68,2018
2018-03-10,Kolkata,500.0,4.304,1.917,0.633,0.901,0.669,0.238,0.31,212.08,369.35,15.6,29.5,12.0,3,69,2018
2018-03-11,Kolkata,500.0,4.378,2.131,0.677,0.78,0.766,0.198,0.341,232.35,389.65,14.1,22.3,12.3,3,70,2018
2018-03-12,Kolkata,500.0,4.635,2.394,0.677,0.867,0.761,0.183,0.296,225.12,328.34,17.1,12.0,12.7,3,71,2018
2018-03-13,Kolkata,500.0,4.608,2.218,0.694,0.797,0.713,0.227,0.301,235.08,400.0,15.8,28.5,13.8,3,72,2018
2018-03-14,Kolkata,500.0,4.612,2.285,0.761,0.891,0.751,0.259,0.325,233.3,375.97,20.3,33.5,13.0,3,73,2018
2018-03-15,Kolkata,500.0,4.375,2.121,0.606,0.794,0.726,0.207,0.32,223.99,344.47,18.9,41.3,12.6,3,74,2018
2018-03-16,Kolkata,500.0,4.519,2.267,0.724,0.867,0.726,0.225,0.307,238.97,400.0,21.3,29.8,9.6,3,75,2018
2018-03-17,Kolkata,500.0,4.442,2.153,0.704,0.89,0.792,0.23,0.288,232.67,346.16,19.7,32.1,10.7,3,76,2018
2018-03-18,Kolkata,500.0,4.489,2.184,0.66,0.852,0.592,0.224,0.332,225.65,347.92,14.2,33.5,8.2,3,77,2018
2018-03-19,Kolkata,500.0,4.684,2.418,0.672,0.896,0.658,0.187,0.288,228.48,364.24,19.0,29.8,10.0,3,78,2018
2018-03-20,Kolkata,500.0,4.91,2.473,0.73,0.86,0.644,0.224,0.358,236.31,373.11,20.9,23.5,12.3,3,79,2018
2018-03-21,Kolkata,500.0,4.398,2.11,0.683,0.931,0.66,0.223,0.289,228.58,389.42,20.8,46.0,12.3,3,80,2018
2018-03-22,Kolkata,500.0,4.688,2.216,0.683,0.797,0.668,0.136,0.291,219.67,370.86,18.6,20.5,12.9,3,81,2018
2018-03-23,Kolkata,500.0,4.529,2.156,0.641,0.83,0.79,0.243,0.32,215.59,365.33,19.0,31.5,14.9,3,82,2018
2018-03-24,Kolkata,500.0,4.199,1.95,0.658,0.752,0.729,0.173,0.324,222.88,371.3,18.8,21.7,8.0,3,83,2018
2018-03-25,Kolkata,500.0,4.466,2.133,0.637,0.836,0.764,0.222,0.294,219.55,371.24,16.0,28.6,6.6,3,84,2018
2018-03-26,Kolkata,478.39,4.441,2.146,0.716,0.786,0.671,0.264,0.348,216.91,376.06,21.2,30.7,10.6,3,85,2018
2018-03-27,Kolkata,462.69,4.447,2.095,0.655,0.779,0.661,0.211,0.321,204.09,359.68,23.9,25.7,14.9,3,86,2018
2018-03-28,Kolkata,500.0,4.599,2.265,0.642,0.772,0.709,0.187,0.309,221.93,367.75,20.4,17.4,14.9,3,87,2018
2018-03-29,Kolkata,500.0,4.79,2.187,0.691,0.824,0.711,0.236,0.322,234.7,370.87,18.3,24.1,11.7,3,88,2018
2018-03-30,Kolkata,500.0,4.687,2.187,0.648,0.859,0.71,0.261,0.339,238.25,352.69,25.3,35.7,10.5,3,89,2018
2018-03-31,Kolkata,491.02,4.607,2.3,0.752,0.869,0.855,0.186,0.347,214.74,375.85,26.7,14.5,11.9,3,90,2018
2018-04-01,Kolkata,500.0,4.557,2.38,0.689,0.886,0.731,0.149,0.319,222.13,374.38,21.5,39.4,14.8,4,91,2018
2018-04-02,Kolkata,500.0,4.785,2.351,0.683,0.886,0.637,0.255,0.289,223.16,379.65,20.3,27.0,10.1,4,92,2018
2018-04-03,Kolkata,497.54,4.235,1.995,0.684,0.782,0.627,0.246,0.29,226.4,380.73,22.9,31.8,10.6,4,93,2018
2018-04-04,Kolkata,500.0,4.608,2.145,0.7,0.801,0.74,0.232,0.287,227.75,393.67,24.4,17.5,12.2,4,94,2018
2018-04-05,Kolkata,499.45,4.312,2.08,0.714,0.847,0.742,0.167,0.303,220.69,369.91,22.5,24.6,14.8,4,95,2018
2018-04-06,Kolkata,500.0,4.215,2.167,0.678,0.846,0.751,0.239,0.316,229.08,375.65,19.4,20.4,14.1,4,96,2018
2018-04-07,Kolkata,500.0,4.559,2.274,0.634,0.904,0.723,0.252,0.32,221.31,393.8,27.2,28.0,7.1,4,97,2018
2018-04-08,Kolkata,482.82,4.153,1.933,0.665,0.818,0.603,0.286,0.338,214.28,360.03,25.3,16.8,14.1,4,98,2018
2018-04-09,Kolkata,500.0,4.42,2.194,0.682,0.877,0.799,0.213,0.275,217.73,373.92,29.5,20.5,12.0,4,99,2018
2018-04-10,Kolkata,497.95,4.607,2.353,0.613,0.828,0.766,0.226,0.316,232.36,400.0,25.2,41.9,13.6,4,100,2018
2018-04-11,Kolkata,500.0,4.298,2.199,0.602,0.852,0.647,0.157,0.326,232.27,374.46,29.7,30.4,11.5,4,101,2018
2018-04-12,Kolkata,500.0,4.695,2.391,0.627,0.86,0.709,0.251,0.26,227.77,395.82,24.9,28.2,13.2,4,102,2018
2018-04-13,Kolkata,491.26,4.051,2.053,0.597,0.832,0.683,0.251,0.326,226.37,361.74,24.0,28.1,12.1,4,103,2018
2018-04-14,Kolkata,500.0,4.539,2.096,0.658,0.78,0.64,0.235,0.372,233.87,369.55,24.5,36.8,10.6,4,104,2018
2018-04-15,Kolkata,494.06,4.214,2.001,0.644,0.846,0.596,0.258,0.333,228.34,346.47,31.7,24.1,10.1,4,105,2018
2018-04-16,Kolkata,499.35,4.446,2.313,0.685,0.865,0.726,0.2,0.323,230.53,381.85,25.9,32.5,11.5,4,106,2018
2018-04-17,Kolkata,500.0,4.493,2.163,0.708,0.84,0.582,0.217,0.312,221.57,383.61,31.5,10.0,8.8,4,107,2018
2018-04-18,Kolkata,486.31,4.294,1.92,0.691,0.695,0.62,0.218,0.322,206.81,365.8,25.6,24.0,10.9,4,108,2018
2018-04-19,Kolkata,479.05,4.388,2.187,0.692,0.822,0.798,0.257,0.348,209.25,364.79,23.0,22.5,11.2,4,109,2018
